ref_id	class	verdict	detail
img-00007	B	match	image6.gif is a loop notation example (NOT box with loop) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00028	B	match	image6.gif is a loop notation example (NOT box with loop) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00041	B	match	image6.gif is a loop notation example (NOT box with loop) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00055	B	match	image6.gif is a loop notation example (NOT box with loop) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00131	B	match	image6.gif is a loop notation example (NOT box with loop) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00146	B	match	image6.gif is a loop notation example (NOT box with loop) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00218	B	match	GeneralReference_eng.1.2.1.jpg is a 'Reserved Word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00249	B	match	GeneralReference_eng.1.2.1.jpg is a 'Reserved Word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-02535	B	match	GeneralReference_eng.1.2.1.jpg is a 'Reserved Word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-02566	B	match	GeneralReference_eng.1.2.1.jpg is a 'Reserved Word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-04865	B	match	GeneralReference_eng.1.2.1.jpg is a 'Reserved Word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-04896	B	match	GeneralReference_eng.1.2.1.jpg is a 'Reserved Word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00224	B	match	image016.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00255	B	match	image016.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00355	B	match	image016.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00450	B	match	image016.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00469	B	match	image016.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-01154	B	match	image016.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00008	B	match	image7.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00029	B	match	image7.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00042	B	match	image7.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00056	B	match	image7.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00132	B	match	image7.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00147	B	match	image7.gif is an ADD/DROP choice notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00225	B	match	image018.gif is an ASC/DESC choice-with-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00256	B	match	image018.gif is an ASC/DESC choice-with-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00356	B	match	image018.gif is an ASC/DESC choice-with-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00451	B	match	image018.gif is an ASC/DESC choice-with-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00470	B	match	image018.gif is an ASC/DESC choice-with-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-01155	B	match	image018.gif is an ASC/DESC choice-with-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00002	B	match	image1.gif is a 'Reserved word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00023	B	match	image1.gif is a 'Reserved word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00036	B	match	image1.gif is a 'Reserved word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00050	B	match	image1.gif is a 'Reserved word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00126	B	match	image1.gif is a 'Reserved word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00141	B	match	image1.gif is a 'Reserved word' placeholder notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00005	B	match	image4.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00026	B	match	image4.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00039	B	match	image4.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00053	B	match	image4.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00129	B	match	image4.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00144	B	match	image4.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00220	B	match	image008.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00251	B	match	image008.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00351	B	match	image008.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00446	B	match	image008.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00465	B	match	image008.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-01150	B	match	image008.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00226	B	match	image020.gif is an ASC/DESC choice-with-comma-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00257	B	match	image020.gif is an ASC/DESC choice-with-comma-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00357	B	match	image020.gif is an ASC/DESC choice-with-comma-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00452	B	match	image020.gif is an ASC/DESC choice-with-comma-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00471	B	match	image020.gif is an ASC/DESC choice-with-comma-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-01156	B	match	image020.gif is an ASC/DESC choice-with-comma-loop notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00219	B	match	image006.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00250	B	match	image006.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00350	B	match	image006.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00445	B	match	image006.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00464	B	match	image006.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-01149	B	match	image006.gif is a path/line notation example inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00221	B	match	image010.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00252	B	match	image010.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00352	B	match	image010.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00447	B	match	image010.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-00466	B	match	image010.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-01151	B	match	image010.gif is a terminator notation example (arrow to ';' node) inside the Syntax Diagram Conventions table. Redundant, class B correct.
img-07017	B	match	button1.png is a small DBeaver toolbar button icon screenshot in a FAQ; redundant with surrounding step prose. No recoverable text. Class B correct.
img-07119	B	match	button1.png is a small DBeaver toolbar button icon screenshot in a FAQ; redundant with surrounding step prose. No recoverable text. Class B correct.
img-07221	B	match	button1.png is a small DBeaver toolbar button icon screenshot in a FAQ; redundant with surrounding step prose. No recoverable text. Class B correct.
img-07323	B	match	button1.png is a small DBeaver toolbar button icon screenshot in a FAQ; redundant with surrounding step prose. No recoverable text. Class B correct.
img-00066	B	match	6-2_Eng.png illustrates disk-tablespace structure (two Data File cylinders holding Table/Index Segment blocks). Conceptual structure illustration redundant with the adjacent prose ('physically organized into data files and logical structures'). Not a syntax diagram/table/process flowchart - correctly class B.
img-02383	B	match	6-2_Eng.png illustrates disk-tablespace structure (two Data File cylinders holding Table/Index Segment blocks). Conceptual structure illustration redundant with the adjacent prose ('physically organized into data files and logical structures'). Not a syntax diagram/table/process flowchart - correctly class B.
img-04713	B	match	6-2_Eng.png illustrates disk-tablespace structure (two Data File cylinders holding Table/Index Segment blocks). Conceptual structure illustration redundant with the adjacent prose ('physically organized into data files and logical structures'). Not a syntax diagram/table/process flowchart - correctly class B.
img-07123	B	match	commit4.png is a DBeaver Preferences screenshot showing the 'Auto-commit by default' checkbox; redundant with the prose step describing unchecking it. UI screenshot, no recoverable text. Class B correct.
img-07327	B	match	commit4.png is a DBeaver Preferences screenshot showing the 'Auto-commit by default' checkbox; redundant with the prose step describing unchecking it. UI screenshot, no recoverable text. Class B correct.
img-02072	B	match	944963501...jpg illustrates the hybrid-sharding architecture (applications connecting via a Coordinator/Connection Rules and directly to DBs). Conceptual architecture diagram redundant with the adjacent prose describing hybrid sharding. Not a process flowchart/table/syntax diagram - correctly class B.
img-01194	B	match	6-5.png illustrates page record storage (page header / data records / page footer, records filling bottom-to-top). Conceptual structure illustration redundant with the adjacent prose ('레코드는 페이지의 아래쪽에서 위쪽 방향으로 채워지며'). No branching logic - correctly class B.
img-03569	B	match	6-5.png illustrates page record storage (page header / data records / page footer, records filling bottom-to-top). Conceptual structure illustration redundant with the adjacent prose ('레코드는 페이지의 아래쪽에서 위쪽 방향으로 채워지며'). No branching logic - correctly class B.
img-05900	B	match	6-5.png illustrates page record storage (page header / data records / page footer, records filling bottom-to-top). Conceptual structure illustration redundant with the adjacent prose ('레코드는 페이지의 아래쪽에서 위쪽 방향으로 채워지며'). No branching logic - correctly class B.
img-00033	B	match	jdbcAdapter installer filename breakdown (version / OS / 32-64bit annotations). Annotated-example illustration redundant with the install prose. Not a syntax/table/flowchart diagram - correctly class B.
img-01158	B	match	jdbcAdapter installer filename breakdown (version / OS / 32-64bit annotations). Annotated-example illustration redundant with the install prose. Not a syntax/table/flowchart diagram - correctly class B.
img-02350	B	match	jdbcAdapter installer filename breakdown (version / OS / 32-64bit annotations). Annotated-example illustration redundant with the install prose. Not a syntax/table/flowchart diagram - correctly class B.
img-04680	B	match	jdbcAdapter installer filename breakdown (version / OS / 32-64bit annotations). Annotated-example illustration redundant with the install prose. Not a syntax/table/flowchart diagram - correctly class B.
img-05864	B	match	jdbcAdapter installer filename breakdown (version / OS / 32-64bit annotations). Annotated-example illustration redundant with the install prose. Not a syntax/table/flowchart diagram - correctly class B.
img-07009	B	match	dbeaver_jdbcdownload.png is a DBeaver 'Download driver files' dialog screenshot. UI screenshot redundant with the step prose. Class B correct.
img-07213	B	match	dbeaver_jdbcdownload.png is a DBeaver 'Download driver files' dialog screenshot. UI screenshot redundant with the step prose. Class B correct.
img-00138	B	match	5_eng.png illustrates Traditional Method vs Array Binding (individual vs batched inserts). Conceptual comparison illustration redundant with the Overview prose. No branching logic - correctly class B.
img-02455	B	match	5_eng.png illustrates Traditional Method vs Array Binding (individual vs batched inserts). Conceptual comparison illustration redundant with the Overview prose. No branching logic - correctly class B.
img-04785	B	match	5_eng.png illustrates Traditional Method vs Array Binding (individual vs batched inserts). Conceptual comparison illustration redundant with the Overview prose. No branching logic - correctly class B.
img-00346	B	match	ODBCDriver image3.png is the 'Altibase Connection Config' DSN dialog screenshot. UI screenshot redundant with the DSN-adding prose. Class B correct.
img-01481	B	match	ODBCDriver image3.png is the 'Altibase Connection Config' DSN dialog screenshot. UI screenshot redundant with the DSN-adding prose. Class B correct.
img-02662	B	match	ODBCDriver image3.png is the 'Altibase Connection Config' DSN dialog screenshot. UI screenshot redundant with the DSN-adding prose. Class B correct.
img-03855	B	match	ODBCDriver image3.png is the 'Altibase Connection Config' DSN dialog screenshot. UI screenshot redundant with the DSN-adding prose. Class B correct.
img-04992	B	match	ODBCDriver image3.png is the 'Altibase Connection Config' DSN dialog screenshot. UI screenshot redundant with the DSN-adding prose. Class B correct.
img-06188	B	match	ODBCDriver image3.png is the 'Altibase Connection Config' DSN dialog screenshot. UI screenshot redundant with the DSN-adding prose. Class B correct.
img-00415	B	match	trclog_detail_predicate.gif is an iSQL session screenshot showing an example explain-plan output with trclog_detail_predicate=1. Illustrative example output redundant with the explanatory prose. Not a syntax/table/process diagram - correctly class B.
img-01550	B	match	trclog_detail_predicate.gif is an iSQL session screenshot showing an example explain-plan output with trclog_detail_predicate=1. Illustrative example output redundant with the explanatory prose. Not a syntax/table/process diagram - correctly class B.
img-02731	B	match	trclog_detail_predicate.gif is an iSQL session screenshot showing an example explain-plan output with trclog_detail_predicate=1. Illustrative example output redundant with the explanatory prose. Not a syntax/table/process diagram - correctly class B.
img-03924	B	match	trclog_detail_predicate.gif is an iSQL session screenshot showing an example explain-plan output with trclog_detail_predicate=1. Illustrative example output redundant with the explanatory prose. Not a syntax/table/process diagram - correctly class B.
img-05061	B	match	trclog_detail_predicate.gif is an iSQL session screenshot showing an example explain-plan output with trclog_detail_predicate=1. Illustrative example output redundant with the explanatory prose. Not a syntax/table/process diagram - correctly class B.
img-06257	B	match	trclog_detail_predicate.gif is an iSQL session screenshot showing an example explain-plan output with trclog_detail_predicate=1. Illustrative example output redundant with the explanatory prose. Not a syntax/table/process diagram - correctly class B.
img-00270	B	match	image25.gif illustrates a database (US7ASCII) and client (MS949) with different character sets and the conversion between them. Conceptual illustration redundant with the prose. No branching logic - correctly class B.
img-01414	B	match	image25.gif illustrates a database (US7ASCII) and client (MS949) with different character sets and the conversion between them. Conceptual illustration redundant with the prose. No branching logic - correctly class B.
img-02587	B	match	image25.gif illustrates a database (US7ASCII) and client (MS949) with different character sets and the conversion between them. Conceptual illustration redundant with the prose. No branching logic - correctly class B.
img-03789	B	match	image25.gif illustrates a database (US7ASCII) and client (MS949) with different character sets and the conversion between them. Conceptual illustration redundant with the prose. No branching logic - correctly class B.
img-04917	B	match	image25.gif illustrates a database (US7ASCII) and client (MS949) with different character sets and the conversion between them. Conceptual illustration redundant with the prose. No branching logic - correctly class B.
img-06122	B	match	image25.gif illustrates a database (US7ASCII) and client (MS949) with different character sets and the conversion between them. Conceptual illustration redundant with the prose. No branching logic - correctly class B.
img-00966	B	match	image52_eng.gif is a 9-panel illustration of the DISJOINT topological predicate across geometry-type pairs. Conceptual illustrative figure redundant with the DISJOINT prose definition. Not a syntax/table/flowchart diagram - correctly class B.
img-03282	B	match	image52_eng.gif is a 9-panel illustration of the DISJOINT topological predicate across geometry-type pairs. Conceptual illustrative figure redundant with the DISJOINT prose definition. Not a syntax/table/flowchart diagram - correctly class B.
img-05613	B	match	image52_eng.gif is a 9-panel illustration of the DISJOINT topological predicate across geometry-type pairs. Conceptual illustrative figure redundant with the DISJOINT prose definition. Not a syntax/table/flowchart diagram - correctly class B.
img-00744	E	match	create_table_lob.gif (LOB/partition tablespace-precedence decision tree): re-audited as a class-E conversion. All 3 decision diamonds, 3 'Specified tablespace' outcomes, the final default rectangle and every YES/NO branch match the source raster. Prior B misclassification corrected by the IMG-03 re-run that reclassified it E and added the Mermaid conversion.
img-03060	E	match	create_table_lob.gif (LOB/partition tablespace-precedence decision tree): re-audited as a class-E conversion. All 3 decision diamonds, 3 'Specified tablespace' outcomes, the final default rectangle and every YES/NO branch match the source raster. Prior B misclassification corrected by the IMG-03 re-run that reclassified it E and added the Mermaid conversion.
img-05391	E	match	create_table_lob.gif (LOB/partition tablespace-precedence decision tree): re-audited as a class-E conversion. All 3 decision diamonds, 3 'Specified tablespace' outcomes, the final default rectangle and every YES/NO branch match the source raster. Prior B misclassification corrected by the IMG-03 re-run that reclassified it E and added the Mermaid conversion.
img-00278	B	match	96c02b73...png is the Altibase installer 'Step 1: Basic Database Operation Properties' screenshot. UI screenshot redundant with the bulleted property list in prose. Class B correct.
img-01422	B	match	96c02b73...png is the Altibase installer 'Step 1: Basic Database Operation Properties' screenshot. UI screenshot redundant with the bulleted property list in prose. Class B correct.
img-02595	B	match	96c02b73...png is the Altibase installer 'Step 1: Basic Database Operation Properties' screenshot. UI screenshot redundant with the bulleted property list in prose. Class B correct.
img-03797	B	match	96c02b73...png is the Altibase installer 'Step 1: Basic Database Operation Properties' screenshot. UI screenshot redundant with the bulleted property list in prose. Class B correct.
img-04925	B	match	96c02b73...png is the Altibase installer 'Step 1: Basic Database Operation Properties' screenshot. UI screenshot redundant with the bulleted property list in prose. Class B correct.
img-06130	B	match	96c02b73...png is the Altibase installer 'Step 1: Basic Database Operation Properties' screenshot. UI screenshot redundant with the bulleted property list in prose. Class B correct.
img-01076	B	match	si_policy_eng.png illustrates a synchronization-policy case (record present in Master DB is Inserted into Slave DB). Conceptual illustration redundant with the altiComp synchronization-policy prose (same family as the spec's class-B example su_policy_eng.png). Class B correct.
img-02274	B	match	aku_p_start_slave_pod.png is a StatefulSet/pod architecture diagram annotated with numbered steps for 'aku -p start'. The numbered steps are enumerated in the surrounding prose; the image is an architecture illustration with no decision branching unique to it. Redundant with prose - class B correct.
img-04604	B	match	aku_p_start_slave_pod.png is a StatefulSet/pod architecture diagram annotated with numbered steps for 'aku -p start'. The numbered steps are enumerated in the surrounding prose; the image is an architecture illustration with no decision branching unique to it. Redundant with prose - class B correct.
img-06960	B	match	aku_p_start_slave_pod.png is a StatefulSet/pod architecture diagram annotated with numbered steps for 'aku -p start'. The numbered steps are enumerated in the surrounding prose; the image is an architecture illustration with no decision branching unique to it. Redundant with prose - class B correct.
img-00163	B	match	CLI 9.jpg illustrates the row-wise parameter binding memory layout (columns A/B/C, array[0..3] rows). Conceptual memory-layout illustration redundant with the row-wise-binding prose. Not a data table (no actual data) - correctly class B.
img-01289	B	match	CLI 9.jpg illustrates the row-wise parameter binding memory layout (columns A/B/C, array[0..3] rows). Conceptual memory-layout illustration redundant with the row-wise-binding prose. Not a data table (no actual data) - correctly class B.
img-02480	B	match	CLI 9.jpg illustrates the row-wise parameter binding memory layout (columns A/B/C, array[0..3] rows). Conceptual memory-layout illustration redundant with the row-wise-binding prose. Not a data table (no actual data) - correctly class B.
img-03664	B	match	CLI 9.jpg illustrates the row-wise parameter binding memory layout (columns A/B/C, array[0..3] rows). Conceptual memory-layout illustration redundant with the row-wise-binding prose. Not a data table (no actual data) - correctly class B.
img-04810	B	match	CLI 9.jpg illustrates the row-wise parameter binding memory layout (columns A/B/C, array[0..3] rows). Conceptual memory-layout illustration redundant with the row-wise-binding prose. Not a data table (no actual data) - correctly class B.
img-05995	B	match	CLI 9.jpg illustrates the row-wise parameter binding memory layout (columns A/B/C, array[0..3] rows). Conceptual memory-layout illustration redundant with the row-wise-binding prose. Not a data table (no actual data) - correctly class B.
img-00048	B	match	start.gif is an annotated CREATE REPLICATION example (callouts naming ALA_REPLICATION_NAME, oraAdapter address, ALA_RECEIVER_PORT, table names). Annotated-example illustration redundant with the startup prose. Not a syntax/table/flowchart diagram - class B correct.
img-01173	B	match	start.gif is an annotated CREATE REPLICATION example (callouts naming ALA_REPLICATION_NAME, oraAdapter address, ALA_RECEIVER_PORT, table names). Annotated-example illustration redundant with the startup prose. Not a syntax/table/flowchart diagram - class B correct.
img-02365	B	match	start.gif is an annotated CREATE REPLICATION example (callouts naming ALA_REPLICATION_NAME, oraAdapter address, ALA_RECEIVER_PORT, table names). Annotated-example illustration redundant with the startup prose. Not a syntax/table/flowchart diagram - class B correct.
img-03548	B	match	start.gif is an annotated CREATE REPLICATION example (callouts naming ALA_REPLICATION_NAME, oraAdapter address, ALA_RECEIVER_PORT, table names). Annotated-example illustration redundant with the startup prose. Not a syntax/table/flowchart diagram - class B correct.
img-04695	B	match	start.gif is an annotated CREATE REPLICATION example (callouts naming ALA_REPLICATION_NAME, oraAdapter address, ALA_RECEIVER_PORT, table names). Annotated-example illustration redundant with the startup prose. Not a syntax/table/flowchart diagram - class B correct.
img-05879	B	match	start.gif is an annotated CREATE REPLICATION example (callouts naming ALA_REPLICATION_NAME, oraAdapter address, ALA_RECEIVER_PORT, table names). Annotated-example illustration redundant with the startup prose. Not a syntax/table/flowchart diagram - class B correct.
img-00020	B	match	adonet1.png is a Visual Studio 'Configure your new project' screenshot. UI screenshot redundant with the step prose. Class B correct.
img-02337	B	match	adonet1.png is a Visual Studio 'Configure your new project' screenshot. UI screenshot redundant with the step prose. Class B correct.
img-04667	B	match	adonet1.png is a Visual Studio 'Configure your new project' screenshot. UI screenshot redundant with the step prose. Class B correct.
img-00441	B	match	Precompiler image10.gif compares Array Insert vs Atomic Array Insert (atomic = rollback on any failure). Conceptual comparison illustration redundant with the ATOMIC FOR clause prose. No decision branching - class B correct.
img-01577	B	match	Precompiler image10.gif compares Array Insert vs Atomic Array Insert (atomic = rollback on any failure). Conceptual comparison illustration redundant with the ATOMIC FOR clause prose. No decision branching - class B correct.
img-02757	B	match	Precompiler image10.gif compares Array Insert vs Atomic Array Insert (atomic = rollback on any failure). Conceptual comparison illustration redundant with the ATOMIC FOR clause prose. No decision branching - class B correct.
img-03951	B	match	Precompiler image10.gif compares Array Insert vs Atomic Array Insert (atomic = rollback on any failure). Conceptual comparison illustration redundant with the ATOMIC FOR clause prose. No decision branching - class B correct.
img-05087	B	match	Precompiler image10.gif compares Array Insert vs Atomic Array Insert (atomic = rollback on any failure). Conceptual comparison illustration redundant with the ATOMIC FOR clause prose. No decision branching - class B correct.
img-06284	B	match	Precompiler image10.gif compares Array Insert vs Atomic Array Insert (atomic = rollback on any failure). Conceptual comparison illustration redundant with the ATOMIC FOR clause prose. No decision branching - class B correct.
img-01594	B	match	2-3.png illustrates replication failover between A Server and B Server (automatic switchover on network problem). Conceptual illustration redundant with the error-recovery prose. No decision branching - class B correct.
img-03968	B	match	2-3.png illustrates replication failover between A Server and B Server (automatic switchover on network problem). Conceptual illustration redundant with the error-recovery prose. No decision branching - class B correct.
img-06301	B	match	2-3.png illustrates replication failover between A Server and B Server (automatic switchover on network problem). Conceptual illustration redundant with the error-recovery prose. No decision branching - class B correct.
img-02254	B	match	file_control.gif (kor) is a conceptual overview of the file-control procedures (directory ops branch FCOPY/FREMOVE/FRENAME; file lifecycle FILE_TYPE->FOPEN->{FFLUSH/GET_LINE/IS_OPEN/NEW_LINE/PUT/PUT_LINE}->FCLOSE/FCLOSE_ALL). Each procedure and its purpose is in the adjacent procedure table; no decision branching, so not a class-E flowchart. Class B acceptable.
img-04584	B	match	file_control.gif (kor) is a conceptual overview of the file-control procedures (directory ops branch FCOPY/FREMOVE/FRENAME; file lifecycle FILE_TYPE->FOPEN->{FFLUSH/GET_LINE/IS_OPEN/NEW_LINE/PUT/PUT_LINE}->FCLOSE/FCLOSE_ALL). Each procedure and its purpose is in the adjacent procedure table; no decision branching, so not a class-E flowchart. Class B acceptable.
img-06940	B	match	file_control.gif (kor) is a conceptual overview of the file-control procedures (directory ops branch FCOPY/FREMOVE/FRENAME; file lifecycle FILE_TYPE->FOPEN->{FFLUSH/GET_LINE/IS_OPEN/NEW_LINE/PUT/PUT_LINE}->FCLOSE/FCLOSE_ALL). Each procedure and its purpose is in the adjacent procedure table; no decision branching, so not a class-E flowchart. Class B acceptable.
img-01579	B	match	selectlist.gif is a 4-panel illustration of the SQLDA structure state (after alloc / after SELECT LIST / before fetch / after fetch). Conceptual memory-state illustration redundant with the SQLDA prose. Not a data table - class B correct.
img-03953	B	match	selectlist.gif is a 4-panel illustration of the SQLDA structure state (after alloc / after SELECT LIST / before fetch / after fetch). Conceptual memory-state illustration redundant with the SQLDA prose. Not a data table - class B correct.
img-06286	B	match	selectlist.gif is a 4-panel illustration of the SQLDA structure state (after alloc / after SELECT LIST / before fetch / after fetch). Conceptual memory-state illustration redundant with the SQLDA prose. Not a data table - class B correct.
img-00474	B	match	diagram_snmp.jpg illustrates the SNMP architecture (Network Management Station with managed devices, agents, MIBs). Conceptual architecture diagram redundant with the SNMP terminology prose. Class B correct.
img-01611	B	match	diagram_snmp.jpg illustrates the SNMP architecture (Network Management Station with managed devices, agents, MIBs). Conceptual architecture diagram redundant with the SNMP terminology prose. Class B correct.
img-02790	B	match	diagram_snmp.jpg illustrates the SNMP architecture (Network Management Station with managed devices, agents, MIBs). Conceptual architecture diagram redundant with the SNMP terminology prose. Class B correct.
img-03985	B	match	diagram_snmp.jpg illustrates the SNMP architecture (Network Management Station with managed devices, agents, MIBs). Conceptual architecture diagram redundant with the SNMP terminology prose. Class B correct.
img-05120	B	match	diagram_snmp.jpg illustrates the SNMP architecture (Network Management Station with managed devices, agents, MIBs). Conceptual architecture diagram redundant with the SNMP terminology prose. Class B correct.
img-06318	B	match	diagram_snmp.jpg illustrates the SNMP architecture (Network Management Station with managed devices, agents, MIBs). Conceptual architecture diagram redundant with the SNMP terminology prose. Class B correct.
img-01063	B	match	file_control_eng.png is the English file-control procedures overview diagram (same content as B043). Conceptual overview; procedures and purposes are in the adjacent table; no decision branching. Class B acceptable.
img-03379	B	match	file_control_eng.png is the English file-control procedures overview diagram (same content as B043). Conceptual overview; procedures and purposes are in the adjacent table; no decision branching. Class B acceptable.
img-05710	B	match	file_control_eng.png is the English file-control procedures overview diagram (same content as B043). Conceptual overview; procedures and purposes are in the adjacent table; no decision branching. Class B acceptable.
img-00178	B	match	DBLink image12.gif illustrates the DB-Link linker session architecture (DK Module session manager, linker data sessions, AltiLinker process, remote servers). Conceptual architecture diagram redundant with the Linker Session Management prose/table. Class B correct.
img-01304	B	match	DBLink image12.gif illustrates the DB-Link linker session architecture (DK Module session manager, linker data sessions, AltiLinker process, remote servers). Conceptual architecture diagram redundant with the Linker Session Management prose/table. Class B correct.
img-02495	B	match	DBLink image12.gif illustrates the DB-Link linker session architecture (DK Module session manager, linker data sessions, AltiLinker process, remote servers). Conceptual architecture diagram redundant with the Linker Session Management prose/table. Class B correct.
img-03679	B	match	DBLink image12.gif illustrates the DB-Link linker session architecture (DK Module session manager, linker data sessions, AltiLinker process, remote servers). Conceptual architecture diagram redundant with the Linker Session Management prose/table. Class B correct.
img-04825	B	match	DBLink image12.gif illustrates the DB-Link linker session architecture (DK Module session manager, linker data sessions, AltiLinker process, remote servers). Conceptual architecture diagram redundant with the Linker Session Management prose/table. Class B correct.
img-06010	B	match	DBLink image12.gif illustrates the DB-Link linker session architecture (DK Module session manager, linker data sessions, AltiLinker process, remote servers). Conceptual architecture diagram redundant with the Linker Session Management prose/table. Class B correct.
img-01882	E	match	create_table_lob.gif (kor) (LOB/partition tablespace-precedence decision tree): re-audited as a class-E conversion. All 3 decision diamonds, 3 '지정한 테이블스페이스' outcomes, the final default rectangle and every YES/NO branch match the source raster. Prior B misclassification corrected by the IMG-03 re-run that reclassified it E and added the Mermaid conversion.
img-04257	E	match	create_table_lob.gif (kor) (LOB/partition tablespace-precedence decision tree): re-audited as a class-E conversion. All 3 decision diamonds, 3 '지정한 테이블스페이스' outcomes, the final default rectangle and every YES/NO branch match the source raster. Prior B misclassification corrected by the IMG-03 re-run that reclassified it E and added the Mermaid conversion.
img-06591	E	match	create_table_lob.gif (kor) (LOB/partition tablespace-precedence decision tree): re-audited as a class-E conversion. All 3 decision diamonds, 3 '지정한 테이블스페이스' outcomes, the final default rectangle and every YES/NO branch match the source raster. Prior B misclassification corrected by the IMG-03 re-run that reclassified it E and added the Mermaid conversion.
