ref_id	class	decided_by	rationale	raster_readable
img-05651	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-05652	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05653	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-05654	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05655	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05656	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05657	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05658	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05659	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05660	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05661	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05662	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05663	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05664	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05665	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05666	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05667	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05668	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05669	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05670	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05671	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05672	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05673	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05674	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05675	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-05676	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05677	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05678	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05679	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05680	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05681	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05682	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05683	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05684	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05685	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05686	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-05687	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	yes
img-05688	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05689	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05690	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05691	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05692	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05693	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05694	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05695	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05696	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05697	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05698	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05699	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05700	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05701	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05702	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05703	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05704	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05705	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05706	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05707	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05708	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05709	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	yes
img-05710	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05711	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05712	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05713	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05714	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05715	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05716	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05717	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05718	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05719	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05720	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05721	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05722	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05723	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05724	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05725	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05726	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05727	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05728	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05729	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05730	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05731	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05732	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05733	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05734	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05735	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05736	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05737	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05738	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05739	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05740	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05741	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05742	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05743	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05744	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05745	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05746	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05747	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05748	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05749	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05750	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05751	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	yes
img-05752	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05753	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05754	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05755	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05756	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05757	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05758	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05759	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05760	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05761	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05762	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05763	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05764	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05765	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05766	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05767	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05768	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05769	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05770	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05771	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05772	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05773	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05774	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05775	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05776	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05777	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05778	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05779	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05780	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05781	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05782	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05783	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05784	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05785	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05786	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05787	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05788	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05789	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05790	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05791	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05792	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05793	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05794	C	rule-railroad-bnf	railroad diagram for a ::= grammar production, image-only grammar	missing
img-05795	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05796	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05797	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05798	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	missing
img-05799	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	missing
img-05800	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05801	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	missing
img-05802	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05803	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05804	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05805	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05806	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05807	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05808	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05809	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05810	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05811	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05812	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05813	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05814	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05815	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05816	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05817	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05818	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05819	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05820	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05821	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05822	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05823	C	rule-railroad-synsection	railroad diagram in a Syntax section, image-only grammar	missing
img-05824	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05825	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05826	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05827	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05828	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05829	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	missing
img-05830	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05831	C	rule-railroad-synhead	railroad diagram directly under a Syntax heading, image-only grammar	missing
img-05832	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05833	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05834	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05835	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05836	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05837	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05838	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05839	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05840	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05841	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05842	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05843	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05844	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05845	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05846	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05847	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05848	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05849	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05850	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05851	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05852	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05853	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05854	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05855	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05856	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05857	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05858	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05859	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05860	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05861	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05862	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05863	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05864	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05865	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05866	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05867	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05868	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05869	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05870	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05871	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05872	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05873	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05874	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05875	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05876	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05877	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05878	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05879	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05880	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05881	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05882	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05883	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05884	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05885	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05886	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05887	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05888	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05889	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05890	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05891	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05892	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05893	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05894	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05895	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05896	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05897	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05898	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05899	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05900	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05901	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05902	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05903	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05904	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05905	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05906	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05907	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05908	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05909	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05910	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05911	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05912	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05913	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05914	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05915	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05916	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05917	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05918	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05919	E	vision	decision flowchart: index-type classification by YES/No decision diamonds	yes
img-05920	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05921	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05922	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05923	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05924	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05925	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05926	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05927	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05928	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05929	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05930	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05931	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05932	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05933	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05934	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05935	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05936	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05937	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05938	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05939	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05940	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05941	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05942	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05943	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05944	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05945	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05946	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05947	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05948	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05949	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05950	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05951	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05952	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05953	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05954	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05955	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-05956	E	vision	process flowchart: troubleshooting procedure (check log -> judge -> collect -> analyse)	yes
img-05957	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-05958	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05959	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05960	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05961	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05962	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-05963	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
